,fuente,titulo,descripcion,title,description,experiencia_min_anios,nivel_educativo,idioma_principal,skills_tecnicas_list,soft_skills_list
443,bumeran,Líder Comercial Ssr de Canal B2B - Eventual - GARÍN,"Estamos seleccionando JOVENES un Lider Comercial para importante empresa ubicada en Garín.Zona de Trabajo: Garín, Buenos AiresJornada Laboral: Full time L a V 9 a 18hEsquema de Empleo: Presencial con visitas constantes (deseable contar con movilidad propia)Modalidad de Contratación: EVENTUAL 1 año (con posibilidad de efectivización)Las principales funciones del puesto serán:  Dar soporte a la administración de distribuidores y la generación de demanda del canal relacionado con Sell in, Sell out, Inventarios  Ayudar en la expansión de Cobertura en la región hasta alcanzar la relevancia competitiva necesaria para ganar participación de mercado  Implementar campañas de Marketing en todos los socios del canal y administrar la inversión de presupuestos, MDFs y Rebates  Soportar la implementación de actividades definidas en el JBP con distribuidores Elite para el desarrollo del negocio  Proporcionaras información del mercado a la división  Actualización de listas de precios, comunicación de promociones por volumen y lanzamientos de nuevos productos.Requisitos:- Estudiantes o recibidos de carreras de grado en Administración de Empresas, Negocios, Ingeniería o carreras afines (EXCLUYENTE)- Minimo de 2 años de experiencia en ventas, preferible en Channel y B2B. - Habilidades de comunicación asertiva (EXCLUYENTE)Al postularte o avanzar en este proceso, aceptás el tratamiento de tus datos personales conforme a nuestra Política de Privacidad, en cumplimiento de la Ley 25.326. ManpowerGroup Argentina tratará tu información exclusivamente con fines de evaluación y contacto en relación con oportunidades laborales. Podés ejercer tus derechos de acceso, rectificación o supresión cuando lo desees.En ManpowerGroup promovemos una cultura inclusiva y diversa basada en el respeto y en la igualdad de oportunidades.",,,2.0,universitario,,,"['comunicación', 'lider', 'líder']"
191,indeed,,,Sr. Quality Engineer/C&Q,"*Mentor Technical Group (MTG) provides a comprehensive portfolio of technical support and solutions for the FDA\-regulated industry. As a world leader in life science engineering and technical solutions, MTG has the knowledge and experience to ensure compliance with pharmaceutical, biotechnology, and medical device safety and efficacy guidelines. With offices in Caguas, PR, Boston, MA \& San Francisco, CA and we serve life sciences clients in six global markets: United States, Puerto Rico, Dominican Republic, Mexico, Germany, Canada, and South America.*

**Responsibilities:**  

* Review plant defect reports, customer complaints, failure investigations and audit findings to assess manufacturing related issues that may impact quality and recommend courses of corrective action.
* Conduct manufacturing non conformances investigations, customer complaints, CAPA, failure investigations and audit findings.
* Escalate manufacturing related issues that may impact quality and recommend courses of corrective action.
* Participate in regulatory agencies audits.
* Assist in the investigation of product non conformances and the gathering of information during regulatory inspections and field actions when required
* Approve or review product investigations reports.
* Perform and report line defects trend analysis, cost of quality, and period quality summaries.
* Participate in new product or technology transfers to assess the impact they may have on the quality and reliability of the product – assist in process validation protocol.
* Follow\-upon commitments to FDA and ISO observations for manufacturing related issues and report trends.
* Perform quality system audits to determine compliance to FDA, ISO, and internal quality systems regulations and perform quality system surveys to evaluate the overall quality capability of a prospective or actual supplier or contractor.
* Participate in the development, delivery, and administration of quality training programs including but not limited to GMP.
* Be an active member in facility continuous improvement initiatives to assure continuation of quality measurement, planning, and improvement.
* Provide leadership and guidance to a team of hourly or salary associates, including assigning tasks, setting clear goals, and monitoring performance, as required.
* Facilitate training sessions to ensure team members are equipped with necessary skills and knowledge.
* Develop individual team members through coaching and mentoring.
**Qualifications Requirements/Knowledge/Education/Skills:**


Bachelor’s degree in Engineering o rwlated Sciences (Industrial, or CQE preferred), advanced degree or process towards advanced degree is a plus. o A minimum of (7\) seven years’ experience in manufacturing, quality control, quality assurance, or regulatory compliance, preferably in the medical device or pharmaceutical industry  

**Mentor Technical Group es un empleador que ofrece igualdad de oportunidades y todos los solicitantes calificados recibirán consideración para el empleo sin importar raza, color, religión, sexo, orientación sexual, identidad de género, información genética, origen nacional, estado de veterano protegido, estado de discapacidad o cualquier otro grupo protegido por ley.**


***Mentor Technical Group is an equal opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, protected veteran status, disability status, or any other characteristic protected by law.***




iMiilQE2U7",5.0,universitario,,,
385,bumeran,Administrativo de depósito y logística,"Somos Distribuidora Low, una empresa ubicada en Belén de Escobar dedicada a la distribución de productos de consumo masivo en zona norte del GBA.Buscamos un Administrativo de Depósito y Logística Jr turno tarde, para sumar al área de operaciones con buena predisposición, compromiso y ganas de integrarse a un equipo dinámico. Es fundamental contar con experiencia de al menos 1 año en puestos similares.PRINCIPALES TAREAS Carga de facturas de proveedores. Gestión de pedidos de clientes en sistema. Altas y bajas de clientes Altas y bajas de productos. Generación de facturas y remitos. Armado y seguimiento de hojas de ruta. Soporte y comunicación con equipo de ventas y logística. Colaborar en la gestión de inventario. Verificación de stock en sistema vs stock físico.LUGAR DE TRABAJOBelén de Escobar, zona norte del Gran Buenos Aires.REQUISITOS Secundario completo. Manejo de Excel nivel intermedio. Experiencia en uso de sistemas de gestión. Experiencia laboral en gestión de depósito y logística comprobable. Residir en Escobar o zonas cercanas.OFRECEMOS Sueldo fijo + beneficios e incentivos. Estabilidad laboral. Posibilidad de crecimiento en el área de logística. Ambiente de trabajo colaborativo y dinámico.Esperamos tu postulación!",,,1.0,secundario,,['excel'],['comunicación']
293,indeed,,,Mesero (a),"**Tareas Esenciales del Puesto:**

* Venir con su uniforme completo y herramientas de trabajo tales como bolígrafo, saca corchos, “lighter”, etc.
* Cumplir con las tareas de apertura del restaurante.
* Verificar productos no disponibles en cocina y en barra.
* Dar la bienvenida al invitado al entrar al restaurante, llegar al área de recepción y/o al sentarse en la mesa.
* Ofrecer y orientar a los invitados sobre el menú, especiales del día y carta de vinos.
* Ofrecer aperitivos y bebidas a los invitados.
* Tomar órdenes de los invitados.
* Registra la orden del invitado en el sistema.
* Asegurar que la orden servida al invitado esta correcta, la presentación del plato este según los estándares y ofrecer algún otro servicio.
* Aclarar al invitado cualquier duda sobre el menú o especiales.
* Ofrecer recomendaciones de platos o bebidas en aquellos casos que el invitado lo solicite.
* Llevar a la mesa bebidas y comida al invitado.
* Asegurar dar alternativas de postre y café al momento de que el invitado finaliza de comer.
* Preparar los postres y servirlos a la mesa.
* Mantener limpia las áreas de trabajos.
* Asegurar que las estaciones tengas los artículos y/o productos necesarios: cubiertos, platos, servilletas, cristalería, etc.
* Preparar y entregar al invitado recibo de compra.
* Promocionar con nuestros invitados futuras actividades y ofertas.
* Exhortar a nuestros invitados a seguir las diferentes páginas de redes sociales del restaurante.
* Exhortar al invitado a regresar al restaurante.
* Limpiar, recoger y montar las mesas para los próximos invitados.
* Barrer los pisos según sea necesario.
* Apoyar en identificar y comunicar al Gerente reparaciones en el área.
* Verificar los baños una vez por hora y llenar el registro según sea asignado.
* Botar la basura según la necesidad.
* Cumplir con las tareas operacionales de cierre del restaurante.
* Cumplir con las políticas y estándares operacionales de calidad y seguridad.

**Deberes Básicos**

* Cumplir con las responsabilidades y obligaciones de su puesto de trabajo, de conformidad a las normas de la Compañía, la buena fe y diligencia.
* Observar las medidas de seguridad e higiene establecidas por la Compañía.
* Abstenerse de incurrir en conducta impropia, desordenada, delictiva o inmoral que razonablemente pueda afectar los mejores intereses de la Compañía.
* Cumplir las órdenes e instrucciones de la Compañía en el ejercicio regular de sus facultades directivas.
* No competir con la actividad de la empresa de la Compañía, salvo que se disponga de otra manera por ley o en un acuerdo de empleo.
* Contribuir a mejorar la productividad y competitividad de la empresa de la Compañía.
* Todos aquellos deberes que se deriven del contrato de empleo o de las reglas y normas establecidas por la Compañía.
* Todas las tareas asignadas según las necesidades operacionales.

Tipo de puesto: Medio tiempo

Lugar de trabajo: Empleo presencial",,,,,
413,bumeran,Analista hard de recursos humanos,"&#x1f3af; Tu propósitoBuscamos una persona con fuerte perfil técnico y mirada humana, que garantice la correcta gestión de los procesos hard del área de Recursos Humanos: liquidación de haberes, legislación laboral argentina, legajos, beneficios y reporting. Tu misión será asegurar que cada proceso se realice con precisión, confidencialidad y compromiso, acompañando a nuestros equipos en todo su ciclo laboral.&#x1f4bc; Tus principales responsabilidades Liquidación mensual de sueldos y jornales bajo convenio (Utedyc, Comercio, Sanidad, u otros). Control de haberes, SAC, vacaciones, horas extras y licencias. Administración de altas, bajas y modificaciones en ARCA, ART y obras sociales. Mantenimiento actualizado de legajos y documentación del personal. Coordinación con sindicatos, estudios contables y organismos oficiales. Control y actualización de escalas salariales, convenios y beneficios corporativos. Generación de reportes, indicadores y propuestas de mejora. Apoyo en la logística de eventos internos y gestión de proveedores del área.&#x1f9e0; Perfil que buscamos Profesional o estudiante avanzado/a de Relaciones Laborales, Recursos Humanos o Administración. Experiencia mínima de 5 años en posiciones similares en empresas medianas o grandes. Conocimiento sólido de la Ley de Contrato de Trabajo argentina y normativa vigente. Manejo avanzado de Excel y sistema Tango (Power BI, un plus). Perfil meticuloso, analítico, proactivo y con fuerte sentido de responsabilidad.&#x1f49a; Lo que te ofrecemos Un entorno de trabajo humano, cercano y colaborativo. Participación activa en proyectos regionales LATAM, con equipos de distintos países. Oportunidades de desarrollo profesional y aprendizaje continuo. Flexibilidad, confianza y un equilibrio real entre trabajo y vida personal.",,,,terciario,,"['power bi', 'excel']","['proactivo', 'analítico', 'flexibilidad', 'meticuloso', 'precisión']"
343,indeed,,,Cajero-a,"Adecco está colaborando con un cliente de Estación de Gasolina ubicado en **Vega Baja** en el proceso de reclutamiento para la posición de **Cajera/o**. Esta es una oportunidad de asignación Temporera.

**Detalles de la posición:**


Días de trabajo:  

Lunes a Domingo

  

Horario de trabajo:  

Disponibilidad completa para trabajar a tiempo parcial turnos que pueden incluir Noches, Fines de semana y Días Festivos

  

Salario: $10\.50  

Habilidades y experiencia


Experiencia en Caja

  

¿Cumples con los requisitos?

**Solicita ahora**


Envía tu resume a **yolymar.marrerogarcia@****ADECCONA.COM**
 para ser considerado/a para esta vacante o cualquier otra para la que cualifiques. **Pay Details:** $10\.50 per hour
  

  

Benefit offerings available for our associates include short\-term disability and additional voluntary benefits including medical, dental, vision, life insurance, commuter benefits and a 401K plan.  

  

Our benefit offerings provide employees the flexibility to choose the type of coverage that meets their individual needs. In addition, our associates may be eligible for paid leave including Paid Sick Leave and Vacation Leave or any other paid leave required by Federal, State, or local law where applicable.
  

  

Equal Opportunity Employer/Veterans/Disabled  

  

To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://uat.adecco.com/en\-us/candidate\-privacy  

  

The Company will consider qualified applicants with arrest and conviction records in accordance with federal, state, and local laws and/or security clearance requirements, including, as applicable:  

* The California Fair Chance Act
* Los Angeles City Fair Chance Ordinance
* Los Angeles County Fair Chance Ordinance for Employers
* San Francisco Fair Chance Ordinance",,,,,
257,indeed,,,MERCHANDISER / SALES,"Responsable de cumplir los objetivos y esfuerzos dirigidos hacia la venta y servicio. Participa activamente en las actividades y gestiones en los diferentes puntos de ventas. Asegura la disponibilidad del producto en góndola, “checkouts” y exhibiciones fuera de góndola. Responsable que los productos cumplan con la ubicación, rotación, precio y rotulación correcta.

**Tareas Esenciales**

* Ofrecer servicio de “merchandising” exclusivo en las tiendas asignadas, presentarse con el encargado de tienda e indicarle que estará dando servicio
* Realizar órdenes de venta, pedido sugerido créditos acorde a las guías provistas por el cliente.
* Cumplir con la cuota de ventas estipulada
* Colocar y mantener la variedad de productos en góndola
* Mantener la Rotación de productos y actualizar los labels de precios
* Mantener los modulares según planogramas (POG)
* Montaje de material de rotulación /promocional POP
* Montaje de exhibiciones y “displays”, garantizar que haya la cantidad suficiente de productos y mantener los espacios secundarios negociados en góndola
* Mantener y realizar limpieza en las góndolas
* Toma de inventario y evitar o mantener el mínimo de OOS
* Realizar presentación y codificación de productos nuevos en todos los clientes asignados
* Reportar diariamente a su Supervisor inmediato sobre las visitas a los diferentes puntos de venta
* Cumplir con el servicio en toda la variedad de productos
* Cumplir con el ciclo de visitas a clientes acorde a la ruta asignada y prioridades
* Cumplir con llenar los reportes diarios y solicitados en la aplicación correspondiente en su celular
* Survey en Walgreens
* Fotos antes y después de la sección tintes en todas las tiendas
* Planificación por día en sistema
* Cumplir con las medidas y guías salud y seguridad
* Tareas adicionales relacionadas al puesto

 **Preparación Académica/Experiencia**

* Diploma de Escuela Superior
* Experiencia de 1 a 2 años en posiciones de ventas en la industria
* Experiencia en funciones relacionadas ofreciendo servicio al cliente
* Conocimiento en manejo computadoras, equipos electrónicos y aplicaciones.",1.0,,,,['planificación']
308,indeed,,,Line Cook (Upscale / Fine Dining),"Overview: **JOIN A WINNING TEAM!**  

  

**Line Cook (Upscale / Fine Dining)**

  

  

This isn’t just your next job – it’s your opportunity to be part of an amazing team that delivers on our promise to meet and exceed our guest’s experience the moment they walk through our doors! We offer structured programs for growth and career advancement and consider our employees to be our greatest asset.

 **What we offer you:**

* Unparalleled training and development programs
* Generous employee discounts on dining, retail, amusements and hotels
* Flexible schedules
* Multiple benefit plans to suit your needs
* Paid time off or paid sick leave (based on location)
* Opportunities for advancement
* Community volunteer opportunities with Landry’s League
* Positive and respectful work environment where diversity is valued


Qualifications: **Apply now if you:**

* Aspire to our “Be FAIR” ideals: Be Friendly, Accommodating, Inclusive and Respectful
* Are a Team Player with a guest first attitude
* Have 1\+ year upscale / fine dining Line Cook experience
* Have a passion for great food and great fun
* Are comfortable working in fast\-paced environment

  

  

***Learn more about Landry’s by visiting our website at*** ***www.landrysinc.com***  

  

***EOE***",,,,,['flexible']
149,indeed,,,Salesperson,"**Job Description**
-------------------


We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age national origin, religion, sexual orientation, gender identity, status as a veteran and basis of disability or any other federal, state or local protected class.

 **What is a Salesperson?**

  

Entry level sales position capable of supporting the DIY business and achieve our sales and service objectives. The role has good knowledge of store systems, basic automotive system knowledge and basic part knowledge. The role has the basic ability to source from stores, hubs, pdq, and external suppliers. The role has in\-depth knowledge of the store inventory and maintenance processes. Position can be part time or full time. Fleet safety certification preferred.

 **Primary Responsibilities**

* Provide excellent selling experience for DIY customer visits and phone calls
* Achieve personal sales goal and help store achieve its sales goals
* Provide DIY services including battery installation, testing, wiper installs, etc.
* Maintain store product and operational standards
* Responsible for inventory processes including truck put away, shoot outs, cycle counts, Back stock, etc.

 **Secondary Responsibilities**

* Store Cleanliness including floors, bathrooms, facing, dusting, parking lot
* General stocking including truck stocking and back stock
* Safely deliver parts to customers as needed

 **Success Factors**

* Basic driving and navigation ability
* Ability to use delivery board system
* Friendly communication
* Ability to locate and stock parts
* Safety knowledge and skills
* Operating inventory systems and store equipment
* Parts and automotive system knowledge skills
* Operating POS and Parts lookup systems
* Expert at testing and diagnostic equipment for DIY service

 **Essential Job Skills Necessary for Success as a Salesperson**

* Speak and write English (Spanish a plus); communicate effectively and build strong relationships with customers, peers and management
* Read and interpret documents such as safety rules, operating and maintenance instructions, parts catalogs, and procedure manuals
* Use basic math accurately: add, subtract, multiply, and divide in all units of measure, using whole numbers, common fractions, and decimals
* Ability to work an assortment of days, evenings, and weekends as needed

 **Prior Experience that Sets a Salesperson up for Success**

* 2\-3 years of successful sales experience in a diverse retail environment, providing superior customer experiences

 **Physical Demands**


The physical demands and work environment described here are representative of those that must be met by an employee to successfully perform the essential functions of this job, with or without reasonable accommodation. While performing the duties of this job, the employee will predominantly be walking or standing. The employee is required to be able to talk and hear, and use hands and fingers to handle or feel; reach with hands and arms; climb or balance; and stoop, kneel, crouch, or crawl. The employee must frequently lift and/or move up to 50 pounds and occasionally lift and/or move up to 100 pounds. Specific vision abilities required by this job include close vision, distance vision, color vision, depth perception, and ability to adjust focus.

 **Work Environment**


The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job, with or without reasonable accommodation. While performing the duties of this job, the employee is usually working inside; however, they will occasionally be outside and exposed to various weather conditions while performing such tasks as installing batteries and wiper blades. The employee is also occasionally exposed to moving mechanical parts; high, precarious places; toxic or caustic chemicals; risk of electrical shock; explosives; and vibration. The noise level in the work environment is usually moderate.

  

We are an Equal Opportunity Employer and do not discriminate against any employee or applicant for employment because of race, color, sex, age national origin, religion, sexual orientation, gender identity, status as a veteran and basis of disability or any other federal, state or local protected class.

**California** **Residents click below for Privacy Notice:**

**https://jobs.advanceautoparts.com/us/en/disclosures**
=======================================================",,secundario,ingles,,['management']
130,indeed,,,COMPLIANCE ASSISTANT MANAGER-COMPLIANCE REGULATORY TESTING DEPT-FIRSTBANK PR,"**COMPLIANCE ASSISTANT MANAGER**

**COMPLIANCE REGULATORY TESTING DEPT**

**FIRSTBANK PR**

  



**Our Company**

At FirstBank PR, we strive to be a trusted advisor to our clients and our employees are the ones that ensure we deliver on our promise of excellence in personalized customer service. Our more than 3,100 employees in Puerto Rico, the Virgin Islands and Florida share a passion for excellent customer service. We are proud of our team because they are continuously surpassing our client’s expectations.

**A Brief Overview**


The Compliance Assistant Manager at FirstBank is responsible for overseeing the execution of the bank’s Compliance Management System, focusing on federal and local consumer protection laws to mitigate compliance risks across all regions and affiliates. This role involves supervising compliance monitoring, testing, reporting, and risk assessment activities to ensure regulatory adherence and effective internal controls.

**What you’ll do**


Supervisory and Leadership Responsibilities: The position supervises Compliance Officers and Specialists, providing coaching and technical guidance, and ensures timely completion of compliance projects and milestones. It requires strong supervisory skills and the ability to manage multiple projects simultaneously.


**Compliance Risk Assessment and Testing:** The role includes designing, implementing, and executing the Compliance Risk Assessment and Testing Program, conducting transaction testing to identify compliance violations, documenting findings, and advising on mitigation strategies.


**Reporting and Collaboration:** The assistant manager prepares detailed reports and documentation for management, the Board of Directors, and executive committees, assists during regulatory examinations and audits, and collaborates with other units to manage enterprise\-wide compliance risks.


+ Supervises the execution of the Compliance Risk Assessment and Testing Program.
+ Contribute to the design and implementation of the Compliance Risk Assessment and Testing framework.
+ Supervise Compliance Officers and Specialists within the Compliance Testing Unit, providing coaching, mentoring, and technical

* guidance on applicable laws, regulations, policies, and procedures.
+ Ensure timely completion of projects, tasks, and milestones in accordance with established standards.
+ Conduct transaction testing to assess compliance with applicable consumer protection laws and regulations; identify root causes of

* any violations.
+ Document findings and recommendations; communicate results to management and ensure timely resolution of issues.
+ Identify potential compliance risks and advise management on mitigation strategies.
+ Keep Management up to date regarding the status Compliance Risk Assessments and Testing Program and any challenges presented. Ensure issues, findings and/or action plans tasks are assigned to a specific area or person within the business units for action, tracked and finally closed or resolved.
+ Assist the compliance managers in preparing the assessment and/or monitoring documentation as requested. Also, prepare reports and statistics regarding assessment \& monitoring reviews and other regulatory compliance related information, as required.
+ Assists compliance managers in developing reports for FirstBank’s Board of Directors and Executive Committees, among others.
+ Assists compliance managers during federal regulators examinations and/or internal audits of FirstBank’s Compliance Management Systems and compliance with consumer protection regulations, fair lending laws, and UDAAPs Standards, as applicable.
+ Assist in any special project assigned by the compliance managers.

**What You’ll Need to Succeed**

  

Bachelor’s degree in business administration is required, Jurist\-Doctor degree is preferred. The incumbent must have from five to seven years’ experience in Regulatory Compliance (Consumer Protection Laws) monitoring reviews. Good knowledge and understanding of BSA/AML regulations. Good knowledge of banking rules and regulations (e.g., CFPB, FDIC and Federal Reserve).


Bilingual (write and speak English and Spanish) is required. Word, Excel, and Power Point knowledge is required. Willing to travel occasionally within all Bank regions (Puerto Rico, US and British Virgin Islands and Florida).


**Competencies**

* Knowledge of consumer protection laws and regulations
* Knowledge of and ability to utilize tools, techniques and processes for gathering and reporting data in a particular department or division of a company.
* Knowledge of coaching concepts and methods; ability to encourage, motivate, and guide individuals or teams in learning and improving effectiveness.
* Understanding of the issues related to the decision\-making process; ability to analyze situations fully and accurately and reach productive decisions.
* Ability to work in a fast\-paced and stressful environment
* Strong analytic skills
* Problem solving, detail oriented and able to multitask
* Organization and prioritization skills
* Proficiency in Excel, Word, Outlook, Power Point
* Sound judgment and proper criteria for establishing priorities correctly
* Must be able to work on several important projects simultaneously observing excellent quality standards
* Work with a minimum of supervision.
* Excellent interpersonal communication skills.

 ***EQUAL EMPLOYMENT OPORTUNITY EMPLOYER***",,universitario,ingles,"['teams', 'excel', 'word', 'power point', 'outlook']","['management', 'problem solving']"
151,indeed,,,Especialista Clínico de Educación a Pacientes,"***Especialista Clínico de Educación a Pacientes***

Farmacia Especializada se encuentra en el proceso de reclutamiento de un(a) Enfermero(a) a tiempo completo, encargado(a) de brindar apoyo al personal clínico de la farmacia en diversas áreas, incluyendo:

1\. Educación y adiestramiento a pacientes

2\. Manejo de consultas y eventos adversos

3\. Monitoreo de adherencia

4\. Ofrecimiento de charlas educativa

5\. Gestión de programas.

***Requisitos del trabajo:***

* Grado de Bachillerato con especialización en Ciencias de Enfermería otorgado por una universidad o colegio universitario debidamente acreditado.
* Ser miembro activo del Colegio de Profesionales de la Enfermería de Puerto Rico y mantener Certificación y Registro al día.
* Habilidades de comunicación efectiva tanto escritas como verbales en español e inglés, preferiblemente bilingüe.
* Destrezas intermedias en el uso de programas de computadoras como Outlook, Excel, PowerPoint, Teams y Word.

Patrono con igualdad de oportunidades de empleo.

Job Type: Full\-time

Benefits:

* 401(k)
* 401(k) matching
* Dental insurance
* Health insurance
* Life insurance

Work Location: In person",,,ingles,"['teams', 'excel', 'word', 'powerpoint', 'outlook']",['comunicación']
359,bumeran,Senior de reintegros,"&#x1f3af; Tu propósito¿Te gusta ayudar a las personas y resolver situaciones con empatía, rapidez y calidad? Buscamos alguien con experiencia en atención al cliente y gestión de reintegros, con ganas de acompañar a los viajeros cuando más lo necesitan.Tu rol será analizar, validar y gestionar solicitudes de reintegro, asegurando una atención cercana, cálida y efectiva. Vas a formar parte de un equipo regional que brinda soluciones reales y experiencias positivas a quienes confían en nosotros.&#x1f4bc; Tus principales responsabilidades Analizar y autorizar solicitudes de reintegro según las políticas vigentes. Revisar documentación médica y comprobantes de gastos. Brindar acompañamiento y seguimiento personalizado al viajero durante todo el proceso. Coordinar con las áreas internas para asegurar el cierre correcto de cada caso. Monitorear tiempos de respuesta y niveles de servicio. Proponer mejoras en los procesos y promover buenas prácticas de atención.&#x1f9e0; Lo que valoramos de vos Experiencia mínima de 3 años en tareas de reintegros, reclamos o atención al cliente (idealmente en asistencia al viajero, seguros o salud). Secundario completo (formación terciaria o cursos relacionados con atención al cliente, turismo o administración, valorados). Buen manejo de herramientas informáticas (Excel, sistemas de gestión, correo corporativo). Perfil empático, organizado y resolutivo. Excelente comunicación y orientación al servicio.&#x1f49a; Lo que te ofrecemos Un entorno humano, colaborativo y con buena energía. &#x1f30e; Interacción con viajeros y equipos de distintos países de la región. &#x1f680; Oportunidades de crecimiento real y desarrollo profesional. &#x1f553; Horarios flexibles y equilibrio entre vida personal y laboral. &#x1f9e0; Capacitaciones continuas en procesos internacionales de asistencia.",,,5.0,secundario,,['excel'],"['comunicación', 'flexible']"
99,indeed,,,LL01-251009 Sr Engineer for Medical Devices,"***Validation \& Engineering Group, Inc.*** (V\&EG) is a leading services supplier who provides solutions for the Pharmaceutical, Biotechnology, Chemical, Food, and Medical Devices industries in the following areas: Laboratory, Compliance, Computer, Engineering, Project Management, Validation, and other services.


We are seeking a talented, dedicated individual committed to work under the highest ethics standards for the following position:


**Sr. Engineer for Medical Devices**


**Summary of Position with General Responsibilities:**


Leads the technical support to new product transfers and/or product development projects. Possesses technical responsibility for interpreting, planning, organizing, executing, coordinating, and carrying out technical assignments based on diversified requirements.


**Essential Job Functions:**


* Coordinates and Supports Suppliers for Manufacturing of Custom Equipment/Tooling
* Coordinates purchase and delivery of Equipment/Tooling
* Coordinates installation of Equipment/Tooling
* Develops and Executes IQ and OQ Protocols and Reports
* Develops and Executes Usage Requirements Specifications and Factory Acceptance Tests
* Develops and Executes Test Method Validations / Gage R\&R
* Generates and Issues for Approval SOPs and Manufacturing Procedures
* Develops and Executes Component Qualifications
* Develops and Executes PQ and PPQ Protocols and Reports
* Designs / Coordinates Facilities Modifications
* Creates / Coordinates Manufacturing Line Layout
* Develops Manufacturing Capacity Analysis
* Designs Equipment and Tooling
* Develops and Executes Process Characterizations / Design of Experiments (DOE)
* Develops and Maintains Project Timeline / Plan
* Develops documentation/justification for assigned capital projects
* Complies with cGMP’s, Quality Standards, and established policies and procedures
* Executes other duties assigned by his supervisor


**Basic Qualifications:**


* Bilingual \- English and Spanish (oral and written)
* Technical writing skills
* GMP, ISO, EHS and Statistical regulations knowledge
* Strong Computer Skills/Knowledge (Word, Excel, PowerPoint)
* MS Project knowledge
* Minitab Proficiency
* SolidWorks Proficiency


**Additional Desirable Qualifications Skills and Knowledge:**


* Engineering Post Graduate Degree (Masters / PhD)
* Lean / Six sigma Training/Certification
* Project Management Training/Certification
* Engineering Board Certification (EIT / PE)


**Education and/or Experience:**


* Bachelor’s Degree in Engineering
* Experience in the Medical Device / Pharmaceutical Industries: **Yes**
* 5\+ years of experience in the following fields:
	+ Manufacturing
	+ New Product Transfers
	+ Product / Process Development
* Job Functions Experience in the following:
	+ Qualification / Validation (IQ/OQ/PQ)
	+ Test Method Validation / Gage R\&R
	+ Packaging Validation
	+ Process Characterization / Design of Experiments (DOE)
	+ Manufacturing Line Design / Capacity Analysis
	+ Equipment / Tooling Design
	+ Equipment Installation / Preventive Maintenance Procedure Generation
	+ Root Cause Analysis / Investigation
	+ SOP / Manufacturing Procedures Generation \& Change Control
	+ Product Financials \& Supply Chain Structure Design
	+ OEE Integration, Vertical Start up and Zero\-loss mindset",5.0,posgrado,ingles,"['r', 'excel', 'word', 'powerpoint', 'lean']",['management']
372,bumeran,Senior de reintegros,"&#x1f3af; Tu propósito¿Te gusta ayudar a las personas y resolver situaciones con empatía, rapidez y calidad? Buscamos alguien con experiencia en atención al cliente y gestión de reintegros, con ganas de acompañar a los viajeros cuando más lo necesitan.Tu rol será analizar, validar y gestionar solicitudes de reintegro, asegurando una atención cercana, cálida y efectiva. Vas a formar parte de un equipo regional que brinda soluciones reales y experiencias positivas a quienes confían en nosotros.&#x1f4bc; Tus principales responsabilidades Analizar y autorizar solicitudes de reintegro según las políticas vigentes. Revisar documentación médica y comprobantes de gastos. Brindar acompañamiento y seguimiento personalizado al viajero durante todo el proceso. Coordinar con las áreas internas para asegurar el cierre correcto de cada caso. Monitorear tiempos de respuesta y niveles de servicio. Proponer mejoras en los procesos y promover buenas prácticas de atención.&#x1f9e0; Lo que valoramos de vos Experiencia mínima de 3 años en tareas de reintegros, reclamos o atención al cliente (idealmente en asistencia al viajero, seguros o salud). Secundario completo (formación terciaria o cursos relacionados con atención al cliente, turismo o administración, valorados). Buen manejo de herramientas informáticas (Excel, sistemas de gestión, correo corporativo). Perfil empático, organizado y resolutivo. Excelente comunicación y orientación al servicio.&#x1f49a; Lo que te ofrecemos Un entorno humano, colaborativo y con buena energía. &#x1f30e; Interacción con viajeros y equipos de distintos países de la región. &#x1f680; Oportunidades de crecimiento real y desarrollo profesional. &#x1f553; Horarios flexibles y equilibrio entre vida personal y laboral. &#x1f9e0; Capacitaciones continuas en procesos internacionales de asistencia.",,,5.0,secundario,,['excel'],"['comunicación', 'flexible']"
